transcript	strand	start	end	wbgene	label	locus	cross	chrom	peak.bp	from	to
D1054.9h.1	-	10787059	10787206	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10787059	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10787059	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10787059	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10787059	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10787059	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10787059	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10787288	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10787288	10787958	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9c.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10788834	10788963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9c.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10789696	10789992	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10790804	10790811	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10790804	10790811	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10790804	10790811	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10790804	10790811	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10790804	10790811	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10790804	10790919	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10790804	10790920	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10790804	10791057	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9c.1	-	10790804	10791057	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.10.1	-	10791975	10792253	WBGene00008377	D1054.10	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.10.1	-	10792345	10792603	WBGene00008377	D1054.10	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.10.1	-	10792648	10792875	WBGene00008377	D1054.10	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.11.1	+	10793798	10793985	WBGene00008378	ule-3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.11.1	+	10794030	10794182	WBGene00008378	ule-3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.11.1	+	10794239	10794924	WBGene00008378	ule-3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.19a.1	+	10795794	10795943	WBGene00194677	D1054.19	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.19a.1	+	10796645	10796817	WBGene00194677	D1054.19	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.12.1	-	10796799	10797056	WBGene00005399	srh-184	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.12.1	-	10797106	10797409	WBGene00005399	srh-184	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.12.1	-	10797597	10797790	WBGene00005399	srh-184	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.12.1	-	10797839	10798190	WBGene00005399	srh-184	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.18a.1	-	10800725	10801067	WBGene00077783	D1054.18	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.18b.1	-	10800879	10801055	WBGene00077783	D1054.18	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.18a.1	-	10801123	10801198	WBGene00077783	D1054.18	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10802336	10802714	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10802348	10802714	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10802761	10802934	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10802761	10802934	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10802978	10803614	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10802978	10803614	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10803663	10803781	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10803663	10803781	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10803834	10803901	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10803834	10803901	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10803954	10804046	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10803954	10804046	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13a.1	-	10804097	10804186	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10804097	10804229	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.13b.1	-	10804392	10804474	WBGene00008379	secs-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.14.1	-	10804721	10804966	WBGene00008380	prp-38	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.14.1	-	10805152	10805859	WBGene00008380	prp-38	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.14.1	-	10805905	10806034	WBGene00008380	prp-38	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.2	-	10806141	10806256	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.1	-	10806141	10806256	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15b.1	-	10806197	10806256	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.1	-	10806302	10806979	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.2	-	10806302	10806979	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15b.1	-	10806302	10806979	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.1	-	10807033	10807597	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.2	-	10807033	10807597	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15b.1	-	10807033	10807597	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15b.1	-	10807669	10807682	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.1	-	10807669	10807786	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.2	-	10807669	10807786	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.2	-	10807832	10807899	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.15a.1	-	10807832	10807912	WBGene00006481	plrg-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.22.1	+	10812063	10812116	WBGene00206498	C29A12.22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.22.1	+	10812228	10812344	WBGene00206498	C29A12.22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.1.1	-	10812339	10812503	WBGene00007797	C29A12.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.1.1	-	10812550	10812713	WBGene00007797	C29A12.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.1.1	-	10812760	10812956	WBGene00007797	C29A12.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.1.1	-	10813001	10813125	WBGene00007797	C29A12.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.1.1	-	10813171	10813487	WBGene00007797	C29A12.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.3b.1	+	10814106	10814165	WBGene00002985	lig-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.3a.1	+	10814113	10814165	WBGene00002985	lig-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.3a.1	+	10814212	10814419	WBGene00002985	lig-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.3b.1	+	10814212	10814419	WBGene00002985	lig-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.3b.1	+	10814466	10814825	WBGene00002985	lig-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C29A12.3a.1	+	10814466	10814890	WBGene00002985	lig-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
C36B7.3.1	+	7101777	7101869	WBGene00016466	C36B7.3	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.3.1	+	7101916	7102231	WBGene00016466	C36B7.3	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.2.1	+	7106403	7106542	WBGene00016465	C36B7.2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.2.1	+	7106591	7106858	WBGene00016465	C36B7.2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.2.1	+	7107357	7107611	WBGene00016465	C36B7.2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.2.1	+	7107665	7108128	WBGene00016465	C36B7.2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.2.1	+	7108184	7108577	WBGene00016465	C36B7.2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.1.1	+	7112889	7113064	WBGene00016464	C36B7.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.1.1	+	7113325	7113580	WBGene00016464	C36B7.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.1.1	+	7113760	7114008	WBGene00016464	C36B7.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.1.1	+	7114069	7114547	WBGene00016464	C36B7.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.1.1	+	7114671	7114866	WBGene00016464	C36B7.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.7.1	-	7116202	7116477	WBGene00001841	hen-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.7.1	-	7116532	7116613	WBGene00001841	hen-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.7.1	-	7116658	7116742	WBGene00001841	hen-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.7.1	-	7116794	7116851	WBGene00001841	hen-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C36B7.7.1	-	7116912	7116996	WBGene00001841	hen-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7126648	7126865	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7126651	7126865	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7132152	7132336	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7132152	7132336	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7132152	7132336	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7132207	7132336	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7132891	7133123	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7132891	7133123	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7132891	7133123	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7132891	7133123	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7133536	7133673	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7133536	7133673	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7133536	7133673	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7133536	7133673	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7133732	7133906	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7133732	7133906	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7133732	7133906	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7133732	7133906	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7133949	7134072	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7133949	7134072	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7133949	7134072	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7133949	7134072	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7134127	7134244	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7134127	7134244	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7134127	7134244	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7134127	7134244	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7134302	7134489	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7134302	7134489	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7134302	7134489	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7134302	7134489	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7134541	7134552	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7134541	7134552	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7134541	7134552	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7134541	7134552	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7135249	7135479	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7135249	7135479	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7135529	7135582	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7135529	7135582	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7135779	7136000	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7135779	7136000	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7135779	7136000	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7135779	7136000	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7136051	7136189	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7136051	7136189	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7136051	7136189	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7136051	7136189	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7136240	7136440	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7136240	7136440	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7136240	7136440	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7136240	7136440	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7136880	7137124	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7136880	7137124	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7136880	7137124	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7136880	7137124	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7137174	7137335	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7137174	7137335	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7137174	7137335	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7137174	7137335	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7137385	7137866	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7137385	7137866	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7137385	7137866	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7137385	7137866	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7138777	7138921	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7138777	7138921	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7138777	7138921	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7138777	7138921	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3c.1	+	7138973	7139270	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3d.1	+	7138973	7139270	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3e.1	+	7138973	7139270	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.3b.1	+	7138973	7139666	WBGene00002163	ist-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.2.1	+	7139875	7139989	WBGene00016912	clec-86	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
